	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX2993589	3905760	1069931	4399	750218	0	0	0	0	9432	0	0	0	0	1753738	310848	7194	27.393669861947483	3905760.0	3155542.0	80.79	750218.0	19.21	SRX2993589_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3905760.0	0.0	21-76	46.0	18.572531886479915	74.82960909016425	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		3908536	449073	3908536	293948111	218297	293150934	0.2711965037938277	0.0748	0.4932	0.43200000000000005		
SRX2993590	4052643	1535679	6002	557706	0	0	0	0	17906	0	0	0	0	1459845	467659	7846	37.893271131950186	4052643.0	3494937.0	86.24	557706.0	13.76	SRX2993590_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4052643.0	0.0	20-76	44.0	19.650829277506467	74.39060484725647	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		4061723	577370	4061723	303777406	335086	302438270	0.4408280449929183	0.0769	0.4695	0.4536		
SRX3055415	932245	68347	536119	294540	0	0	0	0	0	0	0	0	0	27705	5460	74	7.331441842005052	932245.0	637705.0	68.41	294540.0	31.59	SRX3055415_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	932245.0	0.0	18-35	51.0	41.624012333663856	34.43009080231055	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		934006	258760	934006	32690210	253855	32109126	1.7775474675751548			0.5	0.1	0.4
SRX3055416	676413	49034	387857	216100	0	0	0	0	0	0	0	0	0	19810	3570	42	7.249121468688508	676413.0	460313.0	68.05	216100.0	31.95	SRX3055416_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	676413.0	0.0	18-35	51.0	43.794169333005065	34.42141857119837	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		677677	193461	677677	23718695	177885	23291776	1.7999261763769043			0.75	0.0	0.25
SRX3055417	581791	31990	368917	164670	0	0	0	0	0	0	0	0	0	13798	2393	23	5.498538134828488	581791.0	417121.0	71.7	164670.0	28.3	SRX3055417_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	581791.0	0.0	18-35	53.0	39.440178836074736	34.416309293199795	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		582983	174109	582983	20404405	149789	20031389	1.8281150565282351			0.75	0.0	0.25
SRX3055418	529108	14792	337709	161761	0	0	0	0	0	0	0	0	0	13524	1308	14	2.7956485254428207	529108.0	367347.0	69.43	161761.0	30.57	SRX3055418_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	529108.0	0.0	18-35	52.0	38.94510014339536	34.42602833447992	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		530098	153618	530098	18553430	136947	18221823	1.7873083305890072			0.6667	0.0	0.3333
SRX3055419	760499	16513	482253	246255	0	0	0	0	0	0	0	0	0	14096	1364	18	2.171337503402372	760499.0	514244.0	67.62	246255.0	32.38	SRX3055419_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	760499.0	0.0	18-35	51.0	38.761053533642404	34.420605418284566	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		761957	214342	761957	26668495	208627	26186985	1.8055387077523497			0.5	0.0	0.5
SRX3055420	345073	9573	210731	117625	0	0	0	0	0	0	0	0	0	6366	765	13	2.77419560498793	345073.0	227448.0	65.91	117625.0	34.09	SRX3055420_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	345073.0	0.0	20-35	51.0	44.20866348408944	34.312615011896035	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		345796	126738	345796	12102860	88537	11846519	2.118020038238896					
SRX3266937	9753284	3724669	335028	3471988	0	0	0	0	0	0	0	0	0	2065727	149293	6579	38.18887053837457	9753284.0	6281296.0	64.4	3471988.0	35.6	SRX3266937_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9753284.0	0.0	20-75	51.0	29.706025388181853	59.52870950953545	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		13932348	10645761	13932348	1044926100	10258328	637226855	39.017041013713786			0.0717	0.5318	0.3965
SRX3266938	15614193	7300728	622401	2282793	0	0	0	0	0	0	0	0	0	5127536	259726	21009	46.75699858455701	15614193.0	13331400.0	85.38	2282793.0	14.62	SRX3266938_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15614193.0	0.0	20-75	53.0	31.12596208298049	61.19620693813635	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		16338061	11159063	16338061	1225354575	4985987	975000702	20.431137085361602			0.0255	0.7821	0.1924
SRX3266939	15341730	5732548	507139	3838120	0	0	0	0	0	0	0	0	0	5136894	115065	11964	37.365720815058005	15341730.0	11503610.0	74.98	3838120.0	25.02	SRX3266939_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15341730.0	0.0	20-75	53.0	24.02807003041737	50.75748914887696	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		17790116	15693158	17790116	1334258700	8247884	819200278	38.60259048713717			0.0239	0.5108	0.4653
SRX347205	43331721	6683863	25166597	7393351	0	0	0	0	1578213	0	0	0	0	2117029	353775	38893	15.424873154703455	43331721.0	35938370.0	82.94	7393351.0	17.06	SRX347205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43331721.0	0.0	20-101	52.0	9.200506323424754	90.91558302057749	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	44164324	22112434	44164324	4460596724	156898636	3992936893	10.484243699588028	0.7528	0.0318	0.2154		
SRX3480833	4156677	30074	2163496	1590044	0	0	0	0	38508	0	0	0	0	332401	1919	235	0.7235106312085351	4156677.0	2566633.0	61.75	1590044.0	38.25	SRX3480833_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4156677.0	0.0	20-76	55.0	13.361190110953295	74.73012456825487	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		4164974	224441	4164974	312365494	604403	311411802	0.3053128525137287	0.6444	0.1095	0.24600000000000002		
SRX3480834	3933814	17905	3190931	583020	0	0	0	0	44790	0	0	0	0	95882	1159	127	0.4551562427710105	3933814.0	3350794.0	85.18	583020.0	14.82	SRX3480834_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3933814.0	0.0	20-76	54.0	11.427490301870112	74.71743097157109	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		3942438	605601	3942438	296326211	278265	295127750	0.4044397544029609	0.5486	0.1194	0.332		
SRX4401053	27049242	1770868	23822470	351830	0	0	0	0	0	0	0	0	0	961117	137335	5622	6.546830406560006	27049242.0	26697412.0	98.7	351830.0	1.3	SRX4401053_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27049242.0	0.0	20-75	54.0	16.92463734402213	73.6120516796737	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		27049485	9402338	27049485	2028711375	5520191	2009717251	0.9362654655593874			0.2504	0.5741	0.1755
SRX4401054	30786813	2134217	26945208	394319	0	0	0	0	0	0	0	0	0	1121712	184451	6906	6.932244009797312	30786813.0	30392494.0	98.72	394319.0	1.28	SRX4401054_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30786813.0	0.0	20-75	54.0	15.835534102404685	73.6000148505141	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		30787061	10623872	30787061	2309029575	6904088	2287019043	0.9532373356456468			0.2596	0.5634	0.1769
SRX4401055	27569744	1828644	24184650	369172	0	0	0	0	0	0	0	0	0	1018961	162213	6104	6.632792818097985	27569744.0	27200572.0	98.66	369172.0	1.34	SRX4401055_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27569744.0	0.0	20-75	54.0	16.381773028469137	73.59648141818073	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		27569961	9540607	27569961	2067747075	6322646	2047896878	0.959991540551448			0.2574	0.5772	0.1655
SRX4401056	21786571	1222346	19490979	282959	0	0	0	0	0	0	0	0	0	688871	97274	4142	5.610547892093712	21786571.0	21503612.0	98.7	282959.0	1.3	SRX4401056_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21786571.0	0.0	20-75	54.0	16.054075708379294	73.58541424439855	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		21786711	7696961	21786711	1634003325	4991013	1618036162	0.9771805696907012			0.2431	0.6072	0.1497
SRX4401057	26786917	1524965	23844720	436579	0	0	0	0	0	0	0	0	0	846717	128576	5360	5.6929470457537175	26786917.0	26350338.0	98.37	436579.0	1.63	SRX4401057_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26786917.0	0.0	20-75	54.0	15.847636025947955	73.53670517588866	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		26787130	9529176	26787130	2009034750	7530685	1988041248	1.0449546479970044			0.2484	0.6042	0.1474
SRX4401058	30453944	1737030	27120762	422417	0	0	0	0	0	0	0	0	0	1018733	149155	5847	5.703793242674906	30453944.0	30031527.0	98.61	422417.0	1.39	SRX4401058_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30453944.0	0.0	20-75	54.0	16.278172446158422	73.60207308452398	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		30454219	10655188	30454219	2284066425	6505420	2262357405	0.9504548450249208			0.2587	0.5820000000000001	0.1593
SRX4401081	15050082	8794616	58675	2025440	0	0	0	0	0	0	0	0	0	3327746	782064	61541	58.435668323933385	15050082.0	13024642.0	86.54	2025440.0	13.46	SRX4401081_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15050082.0	0.0	20-75	51.0	35.385330512531475	73.34014658524784	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		15137561	4967927	15137561	1135317075	1614921	1115031830	1.7867471076307029			0.1278	0.8158	0.0563
SRX4401082	18367022	10973965	37805	2290734	0	0	0	0	0	0	0	0	0	4263651	739069	61798	59.748199789818955	18367022.0	16076288.0	87.53	2290734.0	12.47	SRX4401082_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18367022.0	0.0	20-75	52.0	34.759374852179164	73.33882128523614	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		18442144	6113875	18442144	1383160800	1924247	1360637647	1.6283828315550877			0.1616	0.7957	0.0427
SRX4401083	17466451	10681869	39828	2000011	0	0	0	0	0	0	0	0	0	3920905	770198	53640	61.15649366891993	17466451.0	15466440.0	88.55	2000011.0	11.45	SRX4401083_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17466451.0	0.0	20-75	51.0	35.09747176434704	73.47367109666412	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17507796	5644086	17507796	1313084700	1567170	1296180404	1.2873728556885935			0.1612	0.7809	0.0579
SRX4401084	17737155	10143502	33172	2269889	0	0	0	0	0	0	0	0	0	4378795	841706	70091	57.18787483111017	17737155.0	15467266.0	87.2	2269889.0	12.8	SRX4401084_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17737155.0	0.0	20-75	51.0	38.08754974343913	73.34027119907336	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17835184	5967761	17835184	1337638800	1767510	1314052375	1.763288041584918			0.1125	0.8237	0.0638
SRX4401085	15776160	9316402	22006	1712188	0	0	0	0	0	0	0	0	0	3922538	744642	58384	59.05367339073641	15776160.0	14063972.0	89.15	1712188.0	10.85	SRX4401085_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15776160.0	0.0	20-75	51.0	38.35461829867745	73.43634952992363	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		15826642	5143627	15826642	1186998150	1570078	1170124631	1.4215286687683548			0.1147	0.8238	0.0615
SRX4401086	20276720	11308658	35430	2986047	0	0	0	0	0	0	0	0	0	4990716	886798	69071	55.7716336764526	20276720.0	17290673.0	85.27	2986047.0	14.73	SRX4401086_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20276720.0	0.0	20-75	51.0	39.757216336812796	73.30804163592533	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		20346859	6892736	20346859	1526014425	1880949	1501337920	1.6170558151833985			0.1155	0.8203	0.0642
SRX4401087	17074063	10220729	25500	2158905	0	0	0	0	0	0	0	0	0	3779160	837343	52426	59.8611414283759	17074063.0	14915158.0	87.36	2158905.0	12.64	SRX4401087_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17074063.0	0.0	20-75	51.0	35.25997763619416	73.42657561940587	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17140279	5648068	17140279	1285520925	1656612	1266307725	1.4945847730950004			0.1502	0.7926	0.0572
SRX4401088	16067020	9796455	27992	1688144	0	0	0	0	0	0	0	0	0	3660568	843729	50132	60.972445419250114	16067020.0	14378876.0	89.49	1688144.0	10.51	SRX4401088_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16067020.0	0.0	20-75	51.0	33.513141796172675	73.42365317277255	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		16137764	5211865	16137764	1210332300	1524783	1191566661	1.5504534581122886			0.1361	0.8245	0.0394
SRX4401089	15653719	9690700	33634	1878002	0	0	0	0	0	0	0	0	0	3239114	768828	43441	61.906694504992714	15653719.0	13775717.0	88.0	1878002.0	12.0	SRX4401089_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15653719.0	0.0	20-75	51.0	35.00520339159156	73.49809524497022	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		15689570	5073954	15689570	1176717750	1382920	1162004560	1.250358465315918			0.1338	0.8189	0.0473
SRX4401090	17028293	10044181	25409	1988600	0	0	0	0	0	0	0	0	0	4071546	842480	56077	58.98524884437918	17028293.0	15039693.0	88.32	1988600.0	11.68	SRX4401090_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17028293.0	0.0	20-75	50.0	37.769479046066245	73.41203642666943	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17100580	5678506	17100580	1282543500	1631534	1262631240	1.5525602055602792			0.1184	0.8153	0.0663
SRX4401091	17832411	10904563	35724	1657152	0	0	0	0	0	0	0	0	0	4236986	942229	55757	61.15024491079753	17832411.0	16175259.0	90.71	1657152.0	9.29	SRX4401091_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17832411.0	0.0	20-75	50.0	36.03247910012749	73.49866274392174	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17863457	5767358	17863457	1339759275	1589965	1323687576	1.1995960244425252			0.1166	0.8209	0.0625
SRX4401092	21003420	12871000	49705	2721034	0	0	0	0	0	0	0	0	0	4264434	1033674	63573	61.28049622394829	21003420.0	18282386.0	87.04	2721034.0	12.96	SRX4401092_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21003420.0	0.0	20-75	50.0	37.71180813766746	73.40169096270988	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		21034489	7025001	21034489	1577586675	1850967	1556884854	1.312246187677771			0.1142	0.8333	0.0525
SRX4401093	17307176	10847159	88974	1974192	0	0	0	0	0	0	0	0	0	3515862	816386	64603	62.67434386753796	17307176.0	15332984.0	88.59	1974192.0	11.41	SRX4401093_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17307176.0	0.0	20-75	51.0	31.653393976249596	73.3492433427614	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		17399950	5858321	17399950	1304996250	2743156	1282267554	1.7416675335273952			0.1234	0.8275	0.0492
SRX4401094	15677977	9545090	56585	1295522	0	0	0	0	0	0	0	0	0	4017537	702762	60481	60.88215335435178	15677977.0	14382455.0	91.74	1295522.0	8.26	SRX4401094_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15677977.0	0.0	20-75	52.0	33.57437071675842	73.4523469450172	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		15719160	5071620	15719160	1178937000	1493820	1163108825	1.342580222692137			0.1133	0.8529	0.0337
SRX4401095	15547271	9876047	59979	1369176	0	0	0	0	0	0	0	0	0	3508817	675729	57523	63.522704402592595	15547271.0	14178095.0	91.19	1369176.0	8.81	SRX4401095_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15547271.0	0.0	20-75	51.0	34.182638854309445	73.4992162933289	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		15591872	5066158	15591872	1169390400	1365775	1154188658	1.2999715065216886			0.1294	0.8203	0.0502
SRX4401096	14637056	8770166	35282	1663646	0	0	0	0	0	0	0	0	0	3357289	752594	58079	59.917554459038755	14637056.0	12973410.0	88.63	1663646.0	11.37	SRX4401096_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14637056.0	0.0	20-75	51.0	39.36671682973543	73.51882209099972	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		14677529	4718750	14677529	1100814675	1457402	1086885882	1.2653167982158304			0.1116	0.8059999999999999	0.0824
SRX4401097	17861496	10903086	30308	1795431	0	0	0	0	0	0	0	0	0	4174145	893421	65105	61.04240092767146	17861496.0	16066065.0	89.95	1795431.0	10.05	SRX4401097_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17861496.0	0.0	20-75	51.0	38.288537466167114	73.49562433068316	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		17911024	5754861	17911024	1343326800	1766895	1325873608	1.2992513809744584			0.1158	0.8008	0.0834
SRX4401098	20087818	12576178	57135	2188718	0	0	0	0	0	0	0	0	0	4224290	965423	76074	62.6059933438266	20087818.0	17899100.0	89.1	2188718.0	10.9	SRX4401098_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20087818.0	0.0	20-75	51.0	37.85588549351544	73.53605145168082	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		20117340	6427803	20117340	1508800500	1813644	1491872483	1.1219519744326705			0.1179	0.8113	0.0707
SRX4401099	18535104	11037821	32218	2547741	0	0	0	0	0	0	0	0	0	3938776	904705	73843	59.55089866234361	18535104.0	15987363.0	86.25	2547741.0	13.75	SRX4401099_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18535104.0	0.0	20-75	51.0	36.536953039249255	73.31115725058784	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		18613550	6263509	18613550	1396016250	1844192	1372531012	1.6823040562744165			0.1129	0.8378	0.0493
SRX4401100	16554167	10356349	51970	2025426	0	0	0	0	0	0	0	0	0	3304036	745485	70901	62.56037528194562	16554167.0	14528741.0	87.76	2025426.0	12.24	SRX4401100_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16554167.0	0.0	20-75	51.0	32.801195575167014	73.3516264515152	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		16659492	5594070	16659492	1249461900	2362154	1226582414	1.8311471522260905			0.11699999999999999	0.833	0.05
SRX4401101	17375488	10503475	45319	2317734	0	0	0	0	0	0	0	0	0	3569914	880784	58262	60.44995685876564	17375488.0	15057754.0	86.66	2317734.0	13.34	SRX4401101_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17375488.0	0.0	20-75	51.0	36.67695797265856	73.43108901459344	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		17434548	5722313	17434548	1307591100	1566380	1288684512	1.4459098107963566			0.1037	0.8486	0.0477
SRX4401102	17180574	10156022	22852	2234959	0	0	0	0	0	0	0	0	0	3820153	889537	57051	59.113403312368966	17180574.0	14945615.0	86.99	2234959.0	13.01	SRX4401102_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17180574.0	0.0	20-75	50.0	40.82542946144096	73.39382595715371	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		17259590	5722785	17259590	1294469250	1725647	1273668741	1.6068754819784248			0.124	0.8114	0.0646
SRX4401103	19523160	11759825	30385	2152527	0	0	0	0	0	0	0	0	0	4475776	1041544	63103	60.23525392405738	19523160.0	17370633.0	88.97	2152527.0	11.03	SRX4401103_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19523160.0	0.0	20-75	50.0	37.190650304588274	73.50691097137964	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		19561446	6363650	19561446	1467108450	1874098	1449353486	1.2102011954194658			0.136	0.8009	0.0631
SRX4401104	20686709	12531462	39027	2380810	0	0	0	0	0	0	0	0	0	4556161	1113368	65881	60.57735911497571	20686709.0	18305899.0	88.49	2380810.0	11.51	SRX4401104_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20686709.0	0.0	20-75	50.0	36.88193225997721	73.49528743310498	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		20723346	6796242	20723346	1554250950	1816455	1535467712	1.208507416386009			0.1335	0.8026	0.064
SRX4666698	27480389	18547440	195081	5773081	0	0	0	0	410876	0	0	0	0	770355	1492538	291018	67.4933677248892	27480389.0	21707308.0	78.99	5773081.0	21.01	SRX4666698_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27480389.0	0.0	20-101	52.0	25.816777639477976	99.34891547568705	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass		27629703	8399626	27629703	2790600003	13522421	2741279273	1.7673880150139167	0.2168	0.2141	0.5691		
SRX4666699	27226452	3256842	9548899	10584311	0	0	0	0	4289	0	0	0	0	3640846	176147	15118	11.962050729195271	27226452.0	16642141.0	61.12	10584311.0	38.88	SRX4666699_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27226452.0	0.0	20-101	54.0	10.80477193636628	99.44671836051205	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		27266905	8772200	27266905	2753957405	2458118	2727968212	0.9437035210789688	0.3477	0.3499	0.3024		
SRX4666700	30858682	16320776	1204354	4216692	0	0	0	0	613336	0	0	0	0	7248722	1079518	175284	52.88876563166242	30858682.0	26641990.0	86.34	4216692.0	13.66	SRX4666700_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30858682.0	0.0	20-101	53.0	15.501644766348564	99.4703615015055	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		30956316	10184748	30956316	3126587916	16059543	3079399290	1.5092691223719297	0.3764	0.3822	0.2414		
SRX4666701	38679997	3988652	22688056	8311108	0	0	0	0	93601	0	0	0	0	3371557	196610	30413	10.31192427445121	38679997.0	30368889.0	78.51	8311108.0	21.49	SRX4666701_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38679997.0	0.0	20-101	54.0	6.494869845370041	99.52175166921549	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		38721287	11614622	38721287	3910849987	16718565	3865136119	1.1688985297814238	0.3128	0.318	0.3692		
SRX4666702	28865248	5675168	15348969	5711474	0	0	0	0	89883	0	0	0	0	1581905	391437	66412	19.66090157964345	28865248.0	23153774.0	80.21	5711474.0	19.79	SRX4666702_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28865248.0	0.0	20-101	53.0	14.154989062653415	99.06499220100241	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		28890347	9418722	28890347	2917925047	1503436	2887554344	1.0408321841996924	0.2463	0.2472	0.5065		
SRX4666703	34343899	3874600	19222415	7157550	0	0	0	0	24660	0	0	0	0	3841609	214052	9013	11.281770890369785	34343899.0	27186349.0	79.16	7157550.0	20.84	SRX4666703_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34343899.0	0.0	20-101	54.0	5.4927024397694435	99.22091460844328	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		34349023	11386997	34349023	3469251323	1590256	3433408538	1.0331561960465094	0.4857	0.4914	0.0229		
