	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX6861381	26549613	20479305	133426	2726652	0	0	0	0	6091	0	0	0	0	1912860	1134864	156415	77.13598311207022	26549613.0	23822961.0	89.73	2726652.0	10.27	SRX6861381_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26549613.0	0.0	20-76	51.0	15.13974259462062	74.96204038830999	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	26744870	8309005	26744870	2032610120	16453319	1999018204	1.652649254742469			0.4335	0.0881	0.4784
SRX6861382	27327551	21962004	73207	2088343	0	0	0	0	6679	0	0	0	0	1997806	1031851	167661	80.36579640817429	27327551.0	25239208.0	92.36	2088343.0	7.64	SRX6861382_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27327551.0	0.0	20-76	52.0	15.814463909878333	74.98315849817644	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	27479511	8115614	27479511	2088442836	4386579	2068918757	0.9348629832451876			0.4058	0.0703	0.5238
SRX6861383	25945868	19110605	221850	3519081	0	0	0	0	5417	0	0	0	0	2035272	916994	136649	73.65567804476612	25945868.0	22426787.0	86.44	3519081.0	13.56	SRX6861383_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25945868.0	0.0	20-76	52.0	15.162321207499645	74.96607521475096	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	26071474	7535400	26071474	1981432024	4184622	1965291997	0.8145637500809868			0.4129	0.0845	0.5026
SRX6861384	28974957	22122102	107601	3695188	0	0	0	0	9730	0	0	0	0	1819531	1040976	179829	76.34904169141649	28974957.0	25279769.0	87.25	3695188.0	12.75	SRX6861384_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28974957.0	0.0	20-76	52.0	15.213076703249426	75.14521094888941	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	29198371	8714083	29198371	2219076196	5744978	2194033611	1.1285139755516531			0.4784	0.0629	0.4588
SRX6861385	26503942	20703340	114317	2692346	0	0	0	0	8433	0	0	0	0	1760496	1052312	172698	78.11419146631094	26503942.0	23811596.0	89.84	2692346.0	10.16	SRX6861385_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26503942.0	0.0	20-76	51.0	14.360972371028097	74.92306080355895	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	26868461	8396766	26868461	2042003036	23963290	1995288075	2.287702818087289			0.3977	0.0688	0.5335
SRX6861386	23026631	18230849	63489	2301126	0	0	0	0	4707	0	0	0	0	1425271	859260	141929	79.17288899101219	23026631.0	20725505.0	90.01	2301126.0	9.99	SRX6861386_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23026631.0	0.0	20-76	52.0	16.27314692219291	75.15228745360099	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	23193496	7171080	23193496	1762705696	14572520	1733244549	1.6713593804600717			0.5469	0.0633	0.3898
SRX6861387	22655586	18034571	90906	1843119	0	0	0	0	10213	0	0	0	0	1509820	981641	185316	79.60319808103839	22655586.0	20812467.0	91.86	1843119.0	8.14	SRX6861387_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22655586.0	0.0	20-76	52.0	15.009597797116987	75.14178128078436	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	22766387	6972915	22766387	1730245412	13207357	1705062682	1.4554426687305095			0.5159	0.0694	0.4148
SRX6861388	29312534	21564536	75004	4278318	0	0	0	0	11030	0	0	0	0	2177217	1009231	197198	73.56762810066166	29312534.0	25034216.0	85.4	4278318.0	14.6	SRX6861388_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29312534.0	0.0	20-76	52.0	14.786327258860693	74.97407006845604	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	29437908	8910088	29437908	2237281008	16262002	2206836085	1.3608001360193909			0.4432	0.0759	0.4809
SRX6861389	29612540	23663478	95689	2630921	0	0	0	0	9461	0	0	0	0	1954487	1064668	193836	79.91032852973773	29612540.0	26981619.0	91.12	2630921.0	8.88	SRX6861389_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29612540.0	0.0	20-76	52.0	15.804409285513255	75.1678137032487	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	29747146	9026305	29747146	2260783096	18261465	2228059087	1.4474634500717267			0.4797	0.0658	0.4546
SRX7476244	20164858	9425310	16685	580189	0	0	0	0	0	0	0	0	0	9484434	619133	39107	46.741266415067244	20164858.0	19584669.0	97.12	580189.0	2.88	SRX7476244_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20164858.0	0.0	20-57	53.0	19.662256376011207	56.58483397205178	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	20478595	5261305	20478595	1167279915	1171950	1141035037	2.2483791302105973	0.1192	0.3479	0.5329		
SRX7476245	10120875	4059027	12673	371067	0	0	0	0	0	0	0	0	0	5371721	284619	21768	40.10549483122754	10120875.0	9749808.0	96.33	371067.0	3.67	SRX7476245_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10120875.0	0.0	20-60	53.0	19.533275964363575	59.494085046994456	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	10371838	3180756	10371838	622310280	530949	602141799	3.2409043604421903	0.1099	0.3715	0.5186		
SRX7476246	10013591	1463854	31257	108951	0	0	0	0	0	0	0	0	0	8285203	116608	7718	14.618671763206626	10013591.0	9904640.0	98.91	108951.0	1.09	SRX7476246_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10013591.0	0.0	20-60	54.0	8.510623754655171	59.6182440445191	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	10300227	2795950	10300227	618013620	278507	597001659	3.399918759072009	0.0824	0.5035	0.4141		
SRX7476247	9481052	1271069	56342	111692	0	0	0	0	0	0	0	0	0	7955875	79916	6158	13.406413127994654	9481052.0	9369360.0	98.82	111692.0	1.18	SRX7476247_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9481052.0	0.0	20-60	54.0	7.968867606898848	59.59820967124745	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	9653293	2672090	9653293	579197580	327051	565093516	2.4351040969473665	0.0818	0.4696	0.4487		
SRX7476248	26296177	4179993	17335	1066110	0	0	0	0	0	0	0	0	0	20603124	346296	83319	15.895820141460106	26296177.0	25230067.0	95.95	1066110.0	4.05	SRX7476248_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26296177.0	0.0	20-57	54.0	10.149068479263043	56.673459339735956	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	26875189	5384693	26875189	1531885773	1106539	1490306478	2.7142555752425546	0.1204	0.4194	0.4602		
SRX7476249	8190411	1108248	22660	520354	0	0	0	0	0	0	0	0	0	6169554	358055	11540	13.531042581379616	8190411.0	7670057.0	93.65	520354.0	6.35	SRX7476249_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8190411.0	0.0	20-60	54.0	10.641743837746368	59.5192893250412	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	8219574	2356092	8219574	493174440	295199	487492323	1.1521515591927272	0.1193	0.4489	0.4317		
SRX7476250	12310579	8948306	5153	171058	0	0	0	0	0	0	0	0	0	2853642	315467	16953	72.6879377485007	12310579.0	12139521.0	98.61	171058.0	1.39	SRX7476250_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12310579.0	0.0	20-60	53.0	18.545836564527523	59.56912115993895	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	12440848	3578569	12440848	746450880	595538	733340821	1.7563190494195682	0.0419	0.6607	0.2974		
SRX7476251	12656429	9510949	6744	171441	0	0	0	0	0	0	0	0	0	2646839	306045	14411	75.14717619006119	12656429.0	12484988.0	98.65	171441.0	1.35	SRX7476251_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12656429.0	0.0	20-60	53.0	18.108387839677857	59.56089833870202	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	12826518	3741664	12826518	769591080	690403	753839010	2.0468103658374	0.0444	0.6414	0.3142		
SRX7476252	9976263	4014886	94326	384184	0	0	0	0	0	0	0	0	0	5218740	256057	8070	40.244388104042564	9976263.0	9592079.0	96.15	384184.0	3.85	SRX7476252_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9976263.0	0.0	20-60	52.0	13.314511269765749	59.53667801259851	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	10146395	3040745	10146395	608783700	498027	593966269	2.4339401662692346	0.1384	0.3567	0.505		
SRX7476253	11998796	5241850	16703	399064	0	0	0	0	0	0	0	0	0	5989679	339996	11504	43.68646654214306	11998796.0	11599732.0	96.67	399064.0	3.33	SRX7476253_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11998796.0	0.0	20-60	52.0	14.097224468364413	59.51496450143832	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	12232082	3753329	12232082	733924920	626075	714117609	2.6988197920844543	0.1463	0.3691	0.4846		
SRX7476254	18146310	5736942	25784	161686	0	0	0	0	0	0	0	0	0	11880430	310796	30672	31.61492336458487	18146310.0	17984624.0	99.11	161686.0	0.89	SRX7476254_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18146310.0	0.0	20-57	54.0	13.841315992813193	56.681446586110354	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	18514675	3930448	18514675	1055336475	685875	1028566166	2.53666102083698	0.0774	0.3183	0.6043		
SRX7476255	24541092	7751206	33245	188194	0	0	0	0	0	0	0	0	0	16083688	454594	30165	31.584601043832933	24541092.0	24352898.0	99.23	188194.0	0.77	SRX7476255_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24541092.0	0.0	20-57	53.0	11.870995395540946	56.65976432507568	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	24809953	5577563	24809953	1414167321	972947	1390499300	1.6736365385153742	0.0881	0.3175	0.5944		
SRX7514152	2841116	2222317	24	208872	0	0	0	0	0	0	0	0	0	317277	89705	2921	78.21986149104788	2841116.0	2632244.0	92.65	208872.0	7.35	SRX7514152_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2841116.0	0.0	20-60	52.0	31.95647239171591	59.5470681239344	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		2841461	794745	2841461	170454612	182721	169181682	0.7467853084550156	0.0998	0.3203	0.5799		
SRX7514153	761690	472937	24	198345	0	0	0	0	0	0	0	0	0	69167	20551	666	62.090483004897	761690.0	563345.0	73.96	198345.0	26.04	SRX7514153_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	761690.0	0.0	20-60	52.0	38.64106844068551	59.53206422560359	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		761955	209234	761955	45702024	61222	45346228	0.7785125665331584	0.0953	0.3467	0.5581		
SRX7514154	10097264	8397460	5	91395	0	0	0	0	0	0	0	0	0	1296180	297286	14938	83.16569716311271	10097264.0	10005869.0	99.09	91395.0	0.91	SRX7514154_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10097264.0	0.0	20-60	52.0	21.862207289871773	59.48000299883216	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		10097850	3581379	10097850	605771603	570566	600589175	0.8555085735836316	0.0799	0.5045	0.4156		
SRX7514155	8459049	6994546	18	165809	0	0	0	0	0	0	0	0	0	1038208	248042	12426	82.68714367300628	8459049.0	8293240.0	98.04	165809.0	1.96	SRX7514155_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8459049.0	0.0	20-60	53.0	23.481738245347962	59.5504106903743	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		8459432	2393214	8459432	507487173	503645	503741740	0.7380350084237499	0.0798	0.5119	0.4084		
SRX7514156	10129368	8857547	4	81730	0	0	0	0	0	0	0	0	0	873817	303803	12467	87.44422159408168	10129368.0	10047638.0	99.19	81730.0	0.81	SRX7514156_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10129368.0	0.0	20-60	53.0	21.92763463345448	59.56863468678402	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		10130456	2862046	10130456	607759027	454492	603397042	0.7177162010297875	0.067	0.4727	0.4602		
SRX7514157	12052434	10540008	0	87276	0	0	0	0	0	0	0	0	0	1030529	379507	15114	87.45128162493981	12052434.0	11965158.0	99.28	87276.0	0.72	SRX7514157_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12052434.0	0.0	20-60	52.0	19.405496647255053	59.56285817453968	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		12053713	3422346	12053713	723101290	546495	717882727	0.72169183932724	0.0697	0.4632	0.4672		
SRX7514158	9334746	8168471	0	69513	0	0	0	0	0	0	0	0	0	783338	301424	12000	87.50608747147486	9334746.0	9265233.0	99.26	69513.0	0.74	SRX7514158_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9334746.0	0.0	20-60	52.0	22.448112581762466	59.56622504779454	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		9335698	2645873	9335698	560072400	422075	556039661	0.7200388735456345	0.0687	0.4586	0.4727		
SRX7514159	13428989	11278942	0	104760	0	0	0	0	0	0	0	0	0	1662283	365447	17557	83.98950956025058	13428989.0	13324229.0	99.22	104760.0	0.78	SRX7514159_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13428989.0	0.0	20-60	53.0	19.12536427835819	59.57235715957471	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		13430409	3741846	13430409	805705302	613864	800002265	0.7078316334574649	0.0511	0.5181	0.4308		
SRX7514160	12588622	10589410	1	115502	0	0	0	0	0	0	0	0	0	1526179	339896	17634	84.11889720733531	12588622.0	12473120.0	99.08	115502.0	0.92	SRX7514160_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12588622.0	0.0	20-60	53.0	19.64520084492384	59.57207294015183	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		12589998	3519167	12589998	755289541	573253	749936086	0.7087950659176412	0.0504	0.5288	0.4208		
SRX7514161	10848923	9235756	0	83248	0	0	0	0	0	0	0	0	0	1218477	296423	15019	85.1306254086235	10848923.0	10765675.0	99.23	83248.0	0.77	SRX7514161_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10848923.0	0.0	20-60	53.0	22.33101025900848	59.573218742542466	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		10850083	3028910	10850083	650918194	496118	646310123	0.7079339681201168	0.0476	0.5486	0.4038		
SRX7514162	10188909	8461730	0	71525	0	0	0	0	0	0	0	0	0	1354071	286557	15026	83.04844022063598	10188909.0	10117384.0	99.3	71525.0	0.7	SRX7514162_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10188909.0	0.0	20-60	53.0	23.8850588892559	59.57461775348078	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		10189937	2844541	10189937	611324007	460354	607004575	0.7065699940686282	0.0687	0.4098	0.5215		
SRX7514163	10193512	8486889	0	81172	0	0	0	0	0	0	0	0	0	1322434	286483	16534	83.25775257830668	10193512.0	10112340.0	99.2	81172.0	0.8	SRX7514163_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10193512.0	0.0	20-60	53.0	23.237361765105728	59.57460647517754	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		10194538	2843079	10194538	611597501	457575	607279017	0.7060990263921958	0.0662	0.39899999999999997	0.5348		
SRX7514164	2010994	1449529	25	275799	0	0	0	0	0	0	0	0	0	226889	56894	1858	72.08022500315765	2010994.0	1735195.0	86.29	275799.0	13.71	SRX7514164_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2010994.0	0.0	20-60	52.0	35.37276878095317	59.538544620222645	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		2011352	547481	2011352	120627359	139277	119733250	0.7412157634985609	0.0911	0.3855	0.5233		
SRX7514165	12297193	10104563	1	140940	0	0	0	0	0	0	0	0	0	1681715	350897	19077	82.16967075331745	12297193.0	12156253.0	98.85	140940.0	1.15	SRX7514165_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12297193.0	0.0	20-60	53.0	20.139614103116546	59.577469833969424	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		12298443	3416240	12298443	737817681	549164	732640878	0.7016371568899824	0.0621	0.4237	0.5142		
SRX7514166	9992324	8049667	0	83167	0	0	0	0	0	0	0	0	0	1562112	282288	15090	80.5585067097504	9992324.0	9909157.0	99.17	83167.0	0.83	SRX7514166_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9992324.0	0.0	20-60	53.0	24.673268914260863	59.578571211261774	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		9993333	2761665	9993333	599526124	451632	595332521	0.6994862829363546	0.0865	0.3994	0.5141		
SRX7514167	9568213	7800673	0	73277	0	0	0	0	0	0	0	0	0	1410069	269624	14570	81.52695806416517	9568213.0	9494936.0	99.23	73277.0	0.77	SRX7514167_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9568213.0	0.0	20-60	53.0	24.83196174123965	59.57378927496702	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		9569160	2679556	9569160	574077365	429167	570018763	0.7069782310612438	0.102	0.4012	0.4968		
SRX7514168	10907777	8806789	2	106696	0	0	0	0	0	0	0	0	0	1664036	313421	16833	80.73862346104067	10907777.0	10801081.0	99.02	106696.0	0.98	SRX7514168_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10907777.0	0.0	20-60	52.0	21.939680226568665	59.57584519742198	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		10908863	3040076	10908863	654450416	496951	649844516	0.7037813541553315	0.0945	0.4053	0.5002		
SRX7514169	2457327	1846684	36	265677	0	0	0	0	0	0	0	0	0	271487	70701	2742	75.15011229681683	2457327.0	2191650.0	89.19	265677.0	10.81	SRX7514169_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2457327.0	0.0	20-60	52.0	33.80106932134997	59.54313528480336	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		2457816	679563	2457816	147430534	176393	146319182	0.7538139962241471	0.0855	0.3876	0.5269		
SRX7514170	1668264	1201427	17	217962	0	0	0	0	0	0	0	0	0	198685	48368	1805	72.01659929123926	1668264.0	1450302.0	86.93	217962.0	13.07	SRX7514170_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1668264.0	0.0	20-60	52.0	34.84081345756676	59.54958927364014	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		1668653	458456	1668653	100101898	123031	99346181	0.7549477233688416	0.0918	0.3325	0.5757		
SRX7514171	2759820	2108936	9	208661	0	0	0	0	0	0	0	0	0	361836	77180	3198	76.41570827082927	2759820.0	2551159.0	92.44	208661.0	7.56	SRX7514171_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2759820.0	0.0	20-60	52.0	34.5206429550699	59.556611300736996	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		2760241	762026	2760241	165584609	180577	164367465	0.7350586551193293	0.0794	0.3939	0.5267		
SRX7514172	3852014	3053019	25	253429	0	0	0	0	0	0	0	0	0	425842	114917	4782	79.25773374655441	3852014.0	3598585.0	93.42	253429.0	6.58	SRX7514172_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3852014.0	0.0	20-60	52.0	29.90965311257168	59.54923424473535	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		3852431	1079492	3852431	231104553	246838	229386408	0.7434492214439409	0.0813	0.5055	0.4132		
SRX7514173	4481428	3600118	36	279366	0	0	0	0	0	0	0	0	0	460152	135999	5757	80.33417026894107	4481428.0	4202062.0	93.77	279366.0	6.23	SRX7514173_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4481428.0	0.0	20-60	52.0	28.505280555136352	59.54781533921778	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		4481893	1255240	4481893	268861633	287537	266861387	0.7439685527759924	0.0825	0.4975	0.42		
SRX7514174	8060485	6704893	17	178008	0	0	0	0	0	0	0	0	0	921545	244887	11135	83.18225268082504	8060485.0	7882477.0	97.79	178008.0	2.21	SRX7514174_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8060485.0	0.0	20-60	53.0	24.2990328020749	59.551593483518666	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		8060919	2284764	8060919	483589710	477596	480016864	0.7388176228977246	0.0854	0.4931	0.4215		
SRX7514175	2885903	2284374	22	190609	0	0	0	0	0	0	0	0	0	322158	84957	3783	79.15629873907751	2885903.0	2695294.0	93.4	190609.0	6.6	SRX7514175_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2885903.0	0.0	20-60	53.0	32.93455207347186	59.553703294947894	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		2886140	797358	2886140	173144055	184984	171867321	0.7373825223164607	0.0839	0.495	0.4211		
SRX8370456	33380178	25198755	824330	1227940	0	0	0	0	0	0	0	0	0	5120346	969372	39435	75.4901756365709	33380178.0	32152238.0	96.32	1227940.0	3.68	SRX8370456_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33380178.0	0.0	20-85	53.0	17.475297669863373	83.6238446062211	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass		33418280	10053804	33418280	2840553800	5657404	2814859936	0.9045371363851656	0.0768	0.5536	0.3696		
SRX8370457	21172519	15777168	562929	562750	0	0	0	0	0	0	0	0	0	3635426	607470	26776	74.51719844955625	21172519.0	20609769.0	97.34	562750.0	2.66	SRX8370457_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21172519.0	0.0	20-85	53.0	20.395267611505503	83.6465297303547	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass		21180755	6334888	21180755	1800364175	3335030	1785921604	0.8022027543399656	0.0795	0.5521	0.3683		
SRX8370458	35978992	26267152	1146219	2354989	0	0	0	0	0	0	0	0	0	5237946	935415	37271	73.00691470177931	35978992.0	33624003.0	93.45	2354989.0	6.55	SRX8370458_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35978992.0	0.0	20-85	53.0	17.818209074006624	83.571733138049	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass		36018118	11018442	36018118	3061540030	5663473	3032306665	0.9548581665940198	0.0786	0.573	0.3484		
SRX8515182	13109137	11522049	21532	454631	0	0	0	0	19824	0	0	0	0	438261	615991	36849	87.89326864155895	13109137.0	12654506.0	96.53	454631.0	3.47	SRX8515182_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13109137.0	0.0	20-150	52.0	32.24698808366964	144.74642594703218	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		13109858	4193705	13109858	1954292829	0	1933103259	1.0842576754908615			0.3829	0.2191	0.3979
SRX8515186	8014250	1634614	66	709701	0	0	0	0	30	0	0	0	0	5510937	139651	19251	20.39634401222822	8014250.0	7304549.0	91.14	709701.0	8.86	SRX8515186_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8014250.0	0.0	18-100	53.0	7.986738851896205	98.80201166671866	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	8014566	1736750	8014566	801456600	5626418	793285526	1.0195279444950605			0.6125	0.2669	0.1206
SRX974437	22652782	1891319	16000732	3372873	0	0	0	0	293330	0	0	0	0	967693	121284	5551	8.349168768763148	22652782.0	19279909.0	85.11	3372873.0	14.89	SRX974437_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22652782.0	0.0	20-75	55.0	31.599414138779704	68.04783324185082	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		25444616	9027685	25444616	1908346200	259510823	1609995601	15.633987114078147			0.5162	0.0909	0.3929
SRX976335	28779022	3290117	20956057	2594271	0	0	0	0	427820	0	0	0	0	1281882	215404	13471	11.432344712756395	28779022.0	26184751.0	90.99	2594271.0	9.01	SRX976335_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28779022.0	0.0	20-75	55.0	17.350698098077626	68.13797647466964	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		32097424	10213192	32097424	2407306800	276055381	2080814998	13.562533948726434			0.5949	0.0808	0.3244
SRX976336	27209127	2338408	20825344	2324999	0	0	0	0	386049	0	0	0	0	1156577	164260	13490	8.594204437356629	27209127.0	24884128.0	91.46	2324999.0	8.54	SRX976336_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27209127.0	0.0	20-75	55.0	20.074952487677447	68.28135970698361	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		30320790	9851204	30320790	2274059250	255748512	1970576516	13.34541894631813			0.6276	0.0783	0.2941
SRX976341	28705641	2566056	22714286	1952431	0	0	0	0	242330	0	0	0	0	1087694	134822	8022	8.939204667124486	28705641.0	26753210.0	93.2	1952431.0	6.8	SRX976341_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28705641.0	0.0	20-75	53.0	14.481505413797828	70.35258059557005	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		32186475	9864704	32186475	2413985625	281878089	2094607273	13.23033363133635			0.6391	0.0447	0.3162
SRX976343	22985795	1535671	18676177	1595551	0	0	0	0	230483	0	0	0	0	836285	102354	9274	6.680956651705978	22985795.0	21390244.0	93.06	1595551.0	6.94	SRX976343_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22985795.0	0.0	20-75	55.0	13.672057336728027	68.60396971259858	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		25605806	7903754	25605806	1920435450	212352778	1675634203	12.747173928704555			0.6725	0.0601	0.2674
SRX976344	26218021	1443721	21528858	1889495	0	0	0	0	413821	0	0	0	0	705053	228384	8689	5.506597923619026	26218021.0	24328526.0	92.79	1889495.0	7.21	SRX976344_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26218021.0	0.0	20-75	55.0	15.452782738718202	67.98255573904682	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		29606848	9646830	29606848	2220513600	277565455	1894072579	14.701149364723546			0.6019	0.0673	0.3309
SRX976468	27626280	3304114	20059727	2305570	0	0	0	0	589317	0	0	0	0	1157929	197453	12170	11.96003949862233	27626280.0	25320710.0	91.65	2305570.0	8.35	SRX976468_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27626280.0	0.0	20-75	53.0	17.440359788896867	69.22533167693949	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		31056103	11490805	31056103	2329207725	316983253	1952635974	16.167375153283075			0.5471	0.0846	0.3683
